Time_s,Gyro_X,Gyro_Y,Gyro_Z
15.821,0.268,-0.18,-0.358
15.841,0.293,-0.395,-0.547
15.861,-0.015,-0.667,-0.009
15.881,0.007,-0.258,0.05
15.901,0.429,-0.417,-0.413
15.921,0.206,-0.78,-0.125
15.941,0.358,-0.639,-0.334
15.961,0.232,-0.502,0.121
15.981,0.241,-0.306,-0.614
16.001,0.416,-0.196,-0.345
16.021,0.127,-0.199,-0.585
16.041,0.227,-0.247,-0.628
16.061,0.111,-0.39,-0.326
16.081,0.102,-0.039,-0.384
16.101,0.144,-0.252,-0.495
16.121,0.255,-0.335,-0.112
16.141,0.119,-0.258,-0.038
16.161,0.454,-0.447,-0.199
16.181,0.022,-0.379,-0.686
16.201,0.171,-0.795,-0.243
16.221,0.111,-0.486,-0.243
16.241,0.484,-0.064,-0.476
16.261,0.245,-0.383,-0.254
16.281,0.401,-0.403,-0.412
16.301,-0.106,-0.211,-0.472
16.321,0.236,-0.338,-0.547
16.341,0.364,-0.56,-0.155
16.361,0.21,-0.384,-0.05
16.381,0.423,-0.625,-0.316
16.401,0.11,-0.364,-0.069
16.421,0.508,-0.562,0.042
16.441,0.69,-0.225,-0.227
16.461,0.144,-0.509,-0.263
16.481,0.127,-0.56,-0.163
16.501,0.508,-0.412,-0.417
16.521,0.544,-0.313,-0.129
16.541,0.122,-0.642,-0.225
16.561,0.139,-0.506,-0.527
16.581,0.158,-0.394,-0.533
16.601,-0.057,-0.148,-0.465
16.621,0.027,-0.921,-0.179
16.641,0.016,-0.3,-0.352
16.661,0.055,-0.487,-0.289
16.681,0.225,-0.523,-0.019
16.701,0.27,-0.536,-0.199
16.721,0.521,-0.465,-0.407
16.741,0.016,-0.26,-0.495
16.761,0.4,-0.491,-0.243
16.781,0.16,-0.068,-0.495
16.801,0.186,-0.282,-0.035
16.821,0.338,-0.37,-0.232
16.841,-0.02,-0.445,-0.256
16.861,0.292,-0.181,-0.485
16.881,0.253,-0.136,-0.166
16.901,0.319,-0.645,-0.061
16.921,0.28,-0.557,-0.303
16.941,0.704,-0.3,-0.083
16.961,0.078,-0.241,-0.355
16.981,0.102,-0.509,-0.268
17.001,0.089,-0.602,0.161
17.021,0.099,-0.428,-0.332
17.041,0.081,-0.147,-0.139
17.061,0.442,-0.45,-0.323
17.081,0.492,-0.708,-0.19
17.101,0.094,-0.429,-0.109
17.121,0.048,-0.291,-0.438
17.141,0.303,-0.465,-0.395
17.161,0.097,-0.178,-0.146
17.181,0.349,-0.245,-0.235
17.201,0.284,-0.438,-0.031
17.221,-0.062,-0.423,-0.214
17.241,0.564,-0.808,0.115
17.261,0.626,-0.196,-0.1
17.281,0.152,-0.498,0.127
17.301,0.18,-0.526,0.087
17.321,0.3,-0.554,-0.382
17.341,0.305,-0.36,0.039
17.361,0.365,-0.688,-0.071
17.381,0.626,-0.658,-0.084
17.401,0.194,-0.454,-0.023
17.421,0.076,-0.569,-0.336
17.441,-0.023,-0.366,-0.219
17.461,0.101,-0.55,-0.365
17.481,0.234,-0.114,0.176
17.501,0.602,-0.29,-0.443
17.521,0.126,-0.298,-0.545
17.541,0.293,-0.57,-0.447
17.561,0.242,0.018,-0.268
17.581,0.482,-0.552,-0.274
17.601,0.751,-0.604,-0.069
17.621,0.138,-0.318,-0.23
17.641,0.143,-0.427,-0.353
17.661,0.474,-0.63,-0.144
17.681,0.402,-0.033,-0.009
17.701,0.64,-0.29,-0.215
17.721,0.382,-0.502,-0.075
17.741,0.2,-0.027,-0.209
17.761,0.39,-0.337,-0.286
17.781,0.496,-0.503,-0.093
17.801,0.443,-0.059,-0.181
17.821,0.39,-0.373,-0.037
17.841,0.508,-0.389,0.061
17.861,0.529,-0.613,-0.262
17.881,0.571,-0.528,-0.106
17.901,0.413,-0.609,-0.008
17.921,0.249,-0.238,-0.127
17.941,0.312,-0.859,-0.106
17.961,0.534,-0.274,-0.178
17.981,0.105,-0.712,-0.151
18.001,0.345,-0.555,-0.108
18.021,0.185,-0.616,-0.341
18.041,0.277,-0.673,-0.569
18.061,0.541,-0.435,-0.262
18.081,0.323,-0.562,-0.281
18.101,0.308,-0.688,0.085
18.121,0.036,-0.523,-0.197
18.141,0.458,-0.669,-0.143
18.161,0.422,-0.632,-0.333
18.181,0.729,-0.797,-0.37
18.201,0.227,-0.592,-0.413
18.221,0.304,-0.404,-0.514
18.241,0.299,-0.503,-0.118
18.261,0.578,-0.147,-0.205
18.281,0.245,0.01,0.031
18.301,0.332,-0.574,-0.151
18.321,0.413,-0.651,-0.214
18.341,0.332,-0.247,-0.651
18.361,0.199,-0.407,0.13
18.381,0.317,-0.241,-0.236
18.401,0.492,-0.385,-0.654
18.421,0.063,-0.499,-0.188
18.441,0.284,-0.498,-0.411
18.461,0.111,-0.391,-0.4
18.481,0.487,-0.511,-0.184
18.501,-0.059,-0.244,-0.368
18.521,0.133,-0.734,-0.038
18.541,0.324,-0.226,-0.27
18.561,0.56,-0.841,-0.159
18.581,0.242,-0.437,-0.135
18.601,0.151,-0.519,-0.196
18.621,0.648,-0.743,-0.205
18.641,-0.019,-0.867,-0.209
18.661,-0.181,-0.698,0.057
18.681,0.344,-0.464,-0.064
18.701,0.146,-0.593,-0.383
18.721,0.05,-0.687,-0.455
18.741,0.381,-0.207,-0.378
18.761,0.292,-0.734,-0.126
18.781,0.132,-0.347,-0.432
18.801,-0.004,-0.669,-0.322
18.821,0.429,-0.718,-0.464
18.841,0.384,-0.609,0.002
18.861,0.224,-0.371,-0.038
18.881,0.63,-0.774,-0.007
18.901,0.046,-0.443,-0.27
18.921,-0.049,-0.69,-0.52
18.941,0.119,-0.641,-0.36
18.961,0.26,-0.409,-0.488
18.981,0.315,-0.047,-0.502
19.001,0.23,-0.659,-0.006
19.021,0.35,-0.33,-0.277
19.041,0.037,-0.528,-0.168
19.061,0.579,-0.545,0.002
19.081,0.28,-0.235,-0.422
19.101,0.529,-0.611,-0.104
19.121,0.378,-0.679,-0.512
19.141,0.417,-0.36,-0.171
19.161,0.439,-0.143,-0.003
19.181,0.426,-0.315,-0.444
19.201,0.459,-0.744,-0.041
19.221,0.6,-0.586,-0.151
19.241,0.365,-0.269,-0.292
19.261,0.46,-0.151,-0.445
19.281,0.313,-0.423,-0.17
19.301,0.64,-0.586,-0.096
19.321,0.215,-0.125,-0.262
19.341,0.7,-0.47,-0.4
19.361,0.332,-0.586,-0.056
19.381,0.046,-0.602,0.019
19.401,0.371,-0.686,-0.016
19.421,0.215,0.118,0.113
19.441,0.525,-0.174,-0.337
19.461,0.226,-0.597,-0.506
19.481,0.26,-0.103,-0.137
19.501,-0.018,-0.352,-0.308
19.521,0.268,-0.372,-0.031
19.541,-0.137,-0.604,-0.438
19.561,0.047,-0.579,-0.41
19.581,0.54,-0.474,-0.197
19.601,0.547,-0.853,-0.165
19.621,0.478,-0.559,-0.079
19.641,0.218,-0.456,-0.225
19.661,0.399,-0.18,-0.582
19.681,0.419,-0.557,0.494
19.701,0.182,-0.262,-0.192
19.721,0.72,-0.832,0.382
19.741,0.585,-0.188,-0.23
19.761,0.362,-0.603,-0.41
19.781,0.395,-0.394,-0.26
19.801,0.437,-0.333,0.035
19.821,-0.009,-0.376,-0.062
19.841,0.339,-0.435,-0.138
19.861,0.274,-0.664,-0.215
19.881,0.211,-0.591,-0.157
19.901,0.354,-0.213,-0.214
19.921,0.76,-0.528,0.056
19.941,0.536,-0.426,0.007
19.961,0.285,-0.703,-0.38
19.981,0.521,-0.241,-0.483
20.001,0.678,-0.663,-0.44
20.021,0.587,-0.221,-0.259
20.041,0.412,-0.605,-0.157
20.061,0.279,-0.201,-0.212
20.081,0.535,-0.413,-0.052
20.101,0.479,-0.516,-0.177
20.121,0.569,-0.067,0.152
20.141,0.511,-0.395,-0.059
20.161,0.599,-0.467,-0.139
20.181,0.283,-0.202,-0.438
20.201,0.657,-0.689,-0.064
20.221,0.441,-0.909,-0.03
20.241,0.818,-0.171,-0.266
20.261,0.264,-0.575,-0.358
20.281,0.739,-0.226,0.089
20.301,0.453,-0.385,-0.323
20.321,0.289,-0.63,-0.088
20.341,0.322,-0.27,-0.123
20.361,0.352,-0.451,-0.046
20.381,0.502,-0.587,-0.312
20.401,0.522,-0.578,-0.134
20.421,0.308,-0.708,-0.293
20.441,0.412,-0.276,-0.088
20.461,0.862,-0.522,-0.007
20.481,0.786,-0.331,0.078
20.501,0.51,-0.37,0.192
20.521,0.433,-0.531,-0.166
20.541,0.458,-0.649,-0.165
20.561,0.543,0.169,0.147
20.581,0.227,-0.338,-0.008
20.601,0.386,0.047,0.126
20.621,0.091,-0.085,0.269
20.641,0.503,-0.376,-0.3
20.661,0.541,-0.26,0.034
20.681,0.323,-0.26,-0.25
20.701,0.725,0.082,0.185
20.721,0.155,-0.111,-0.375
20.741,0.108,-0.436,0.03
20.761,0.467,-0.197,-0.277
20.781,0.644,-0.088,-0.058
20.801,0.761,-0.495,0.076
20.821,0.32,-0.163,-0.289
20.841,0.622,0.001,-0.443
20.861,0.384,-0.446,-0.207
20.881,0.365,-0.424,-0.23
20.901,0.583,-0.069,-0.416
20.921,0.546,-0.376,-0.551
20.941,0.101,-0.491,0.084
20.961,0.713,-0.13,0.131
20.981,0.683,-0.208,-0.299
21.001,0.284,-0.311,-0.244
21.021,0.501,-0.112,-0.028
21.041,0.517,-0.09,-0.022
21.061,0.474,-0.328,0.177
21.081,0.313,0.106,-0.05
21.101,0.283,0.02,-0.379
21.121,0.417,-0.687,0.0
21.141,0.675,-0.496,-0.294
21.161,0.563,-0.737,-0.167
21.181,0.372,-0.345,0.075
21.201,0.601,-0.523,-0.31
21.221,-0.115,-0.453,-0.149
21.241,0.685,-0.08,-0.382
21.261,0.094,-0.647,-0.332
21.281,0.362,-0.266,-0.232
21.301,0.217,-0.274,0.192
21.321,0.201,-0.317,-0.131
21.341,0.686,-0.263,0.405
21.361,0.351,-0.735,0.063
21.381,0.525,-0.446,0.085
21.401,0.449,0.039,-0.313
21.421,0.55,-0.507,-0.128
21.441,0.468,0.061,-0.327
21.461,0.194,-0.559,-0.155
21.481,0.658,-0.576,-0.188
21.501,0.362,-0.476,-0.107
21.521,0.134,-0.045,0.057
21.541,0.358,-0.368,-0.168
21.561,0.762,-0.203,0.071
21.581,0.643,-0.263,-0.386
21.601,0.416,-0.294,-0.01
21.621,0.408,-0.022,-0.185
21.641,0.417,-0.131,-0.037
21.661,0.906,-0.537,0.092
21.681,0.568,-0.351,-0.35
21.701,0.589,0.029,0.23
21.721,0.701,-0.238,-0.111
21.741,0.545,-0.608,0.311
21.761,0.439,-0.594,-0.047
21.781,0.466,-0.131,0.202
21.801,0.491,-0.173,-0.061
21.821,0.496,-0.497,-0.029
21.841,0.637,-0.166,-0.041
21.861,0.51,-0.004,-0.093
21.881,0.651,-0.026,-0.091
21.901,0.488,0.001,-0.0
21.921,0.526,-0.189,0.06
21.941,0.121,-0.345,-0.008
21.961,0.706,-0.385,0.073
21.981,0.597,-0.313,-0.33
22.001,0.732,-0.491,0.153
22.021,-0.064,-0.388,-0.187
22.041,0.938,-0.055,-0.356
22.061,0.476,-0.623,0.338
22.081,0.725,-0.611,0.243
22.101,0.301,-0.121,-0.048
22.121,0.614,-0.349,0.169
22.141,0.281,-0.661,-0.108
22.161,0.363,-0.282,-0.151
22.181,0.868,-0.32,-0.176
22.201,0.455,-0.354,-0.188
22.221,0.556,-0.144,-0.119
22.241,0.694,-0.543,-0.203
22.261,0.619,-0.275,-0.631
22.281,0.536,-0.334,-0.115
22.301,0.593,-0.296,-0.28
22.321,0.999,-0.651,-0.024
22.341,0.49,-0.41,-0.142
22.361,0.53,-0.309,0.02
22.381,0.687,-0.208,-0.091
22.401,0.687,0.038,-0.333
22.421,0.714,-0.185,-0.336
22.441,0.606,-0.257,-0.333
22.461,0.255,-0.113,-0.254
22.481,0.782,-0.43,-0.234
22.501,0.234,-0.054,0.088
22.521,0.53,-0.143,-0.05
22.541,0.301,-0.451,-0.469
22.561,0.427,0.015,-0.264
22.581,0.516,-0.3,-0.087
22.601,0.509,0.054,-0.275
22.621,0.539,-0.327,-0.038
22.641,0.778,-0.511,-0.205
22.661,0.541,-0.556,-0.073
22.681,0.4,-0.482,-0.162
22.701,0.621,-0.517,-0.023
22.721,0.67,-0.158,0.235
22.741,0.175,-0.427,0.133
22.761,0.522,-0.745,-0.248
22.781,0.527,-0.379,0.461
22.801,0.319,-0.399,0.19
22.821,0.659,-0.539,-0.194
22.841,0.346,-0.408,-0.236
22.861,0.409,-0.469,0.0
22.881,0.358,-0.345,0.075
22.901,0.405,-0.352,0.284
22.921,0.201,-0.417,0.033
22.941,0.137,-0.755,-0.219
22.961,0.75,-0.084,-0.191
22.981,0.255,-0.834,0.046
23.001,0.203,-0.564,-0.346
23.021,-0.026,-0.761,0.207
23.041,0.263,-0.47,-0.204
23.061,0.112,-0.528,0.099
23.081,0.694,-0.602,0.141
23.101,0.574,-0.256,0.517
23.121,0.244,-0.339,-0.139
23.141,0.834,-0.63,-0.14
23.161,0.568,-0.398,-0.143
23.181,0.304,-0.246,-0.052
23.201,-0.117,-0.347,-0.214
23.221,0.839,-0.591,0.163
23.241,0.098,-0.866,0.109
23.261,0.06,-0.486,-0.137
23.281,0.616,-0.413,-0.239
23.301,0.897,-0.69,-0.178
23.321,0.669,-0.531,-0.179
23.341,0.506,-0.542,0.005
23.361,0.509,-0.251,-0.065
23.381,0.575,-0.181,0.067
23.401,0.543,-0.331,0.179
23.421,0.439,-0.578,-0.054
23.441,0.4,-0.314,0.014
23.461,0.373,-0.422,0.39
23.481,0.224,-0.551,0.018
23.501,0.33,-0.129,-0.213
23.521,0.042,-0.699,-0.135
23.541,0.346,-0.431,-0.459
23.561,0.16,-0.38,-0.03
23.581,0.123,-0.6,-0.255
23.601,0.367,-0.432,-0.321
23.621,0.628,-0.33,-0.329
23.641,0.535,-0.468,0.068
23.661,0.048,-0.429,-0.22
23.681,0.16,-0.484,-0.01
23.701,0.552,-0.344,-0.101
23.721,0.159,-0.536,-0.134
23.741,0.328,-0.569,-0.253
23.761,0.481,-0.501,-0.062
23.781,0.168,-0.272,-0.234
23.801,0.37,-0.863,-0.128
23.821,0.071,-0.694,0.06
23.841,0.205,-0.046,0.101
23.861,0.406,-0.447,-0.267
23.881,0.022,-0.569,-0.114
23.901,0.425,-0.341,-0.071
23.921,0.366,-0.654,-0.148
23.941,0.496,-0.912,-0.045
23.961,0.418,-0.445,-0.044
23.981,0.659,-0.657,0.166
24.001,0.408,-0.493,0.233
24.021,0.296,-0.443,-0.227
24.041,0.4,-0.469,0.128
24.061,0.483,-0.837,-0.111
24.081,0.378,-0.493,-0.221
24.101,0.373,-0.424,-0.051
24.121,0.22,-0.794,-0.205
24.141,0.233,-0.803,-0.149
24.161,0.09,-0.744,-0.343
24.181,0.722,-0.369,-0.12
24.201,0.138,-0.912,0.045
24.221,0.259,-0.347,0.004
24.241,0.267,-0.428,-0.065
24.261,0.582,-0.547,0.2
24.281,0.332,-0.796,0.275
24.301,0.644,-0.658,-0.045
24.321,0.264,-0.342,0.185
24.341,0.444,-0.232,-0.07
24.361,0.224,-0.69,-0.125
24.381,0.803,-0.253,0.057
24.401,0.133,-0.335,-0.151
24.421,0.42,-0.469,-0.627
24.441,0.489,-0.613,-0.209
24.461,0.453,-0.595,-0.464
24.481,0.312,-0.118,-0.243
24.501,0.292,-0.443,-0.258
24.521,0.343,-0.212,-0.251
24.541,0.293,-0.431,-0.36
24.561,0.51,-0.563,-0.39
24.581,0.748,-0.334,-0.29
24.601,0.206,-0.018,-0.224
24.621,0.053,-0.572,-0.214
24.641,0.306,-0.262,-0.09
24.661,0.847,-0.418,0.012
24.681,0.173,-0.749,-0.318
24.701,0.664,-0.752,-0.286
24.721,0.678,-0.549,0.229
24.741,0.232,-0.388,0.055
24.761,0.451,-0.299,-0.248
24.781,0.672,-0.793,-0.354
24.801,0.272,-0.365,-0.222
24.821,0.307,-0.516,-0.161
24.841,0.233,-0.492,0.027
24.861,0.14,-0.377,-0.58
24.881,0.2,-0.16,-0.312
24.901,0.079,-0.45,0.243
24.921,0.332,-0.768,-0.124
24.941,0.171,-0.539,-0.125
24.961,0.36,-0.33,-0.248
24.981,-0.012,-0.322,0.02
25.001,0.354,-0.381,-0.499
25.021,0.452,-0.631,-0.227
25.041,-0.097,-0.817,-0.573
25.061,0.364,-0.422,-0.165
25.081,0.542,-0.77,-0.265
25.101,0.041,-0.371,-0.494
25.121,0.625,-0.373,0.021
25.141,0.367,-0.594,-0.052
25.161,0.142,-0.527,0.003
25.181,0.279,-0.477,-0.501
25.201,0.402,-0.648,-0.39
25.221,0.308,-0.806,0.063
25.241,0.402,-0.538,-0.019
25.261,0.128,-0.517,0.101
25.281,0.334,-0.252,-0.224
25.301,0.016,-0.683,-0.203
25.321,0.276,-0.303,-0.064
25.341,0.109,-0.753,-0.465
25.361,0.15,-0.796,-0.157
25.381,0.54,-0.571,0.318
25.401,0.52,-0.72,-0.27
25.421,0.424,-0.779,-0.517
25.441,0.08,-0.113,-0.124
25.461,0.252,-0.562,-0.399
25.481,0.54,0.004,-0.242
25.501,0.332,-0.659,-0.014
25.521,0.781,-0.815,-0.112
25.541,0.381,-0.199,-0.323
25.561,0.341,-0.619,-0.063
25.581,0.245,-0.441,-0.571
25.601,0.325,-0.75,-0.2
25.621,0.274,-0.477,-0.312
25.641,0.46,-0.759,-0.738
25.661,0.517,-0.492,-0.519
25.681,0.187,-0.567,-0.281
25.701,0.068,-0.424,-0.138
25.721,-0.036,-0.341,-0.278
25.741,0.418,-0.416,-0.363
25.761,0.091,-0.381,-0.144
25.781,-0.114,-0.506,-0.261
25.801,0.397,-0.572,-0.121
25.821,0.813,-0.371,-0.213
25.841,0.311,-0.481,-0.453
25.861,0.461,-0.481,-0.174
25.881,0.31,-0.379,-0.118
25.901,0.289,-0.669,-0.022
25.921,0.477,-0.185,-0.39
25.941,0.235,-0.508,-0.354
25.961,0.36,-0.426,-0.107
25.981,0.361,-0.46,-0.1
26.001,0.161,-0.306,-0.371
26.021,0.505,-0.364,-0.403
26.041,0.297,-0.439,-0.359
26.061,0.184,-0.157,-0.242
26.081,0.446,-1.075,-0.439
26.101,0.147,-0.201,-0.175
26.121,0.336,-0.264,-0.585
26.141,0.325,-0.812,-0.393
26.161,0.548,-0.264,-0.186
26.181,0.43,-0.249,-0.401
26.201,0.328,-0.347,-0.296
26.221,0.509,-0.765,-0.253
26.241,0.629,-0.323,0.194
26.261,0.456,-0.264,-0.479
26.281,0.334,-0.592,-0.168
26.301,0.084,-0.405,-0.4
26.321,0.144,-0.566,-0.407
26.341,0.299,-0.325,-0.361
26.361,0.225,-0.558,-0.224
26.381,0.307,-0.605,0.089
26.401,0.361,-0.491,0.033
26.421,0.446,-0.759,-0.284
26.441,0.345,-0.508,-0.253
26.461,0.444,-0.418,-0.088
26.481,0.348,-0.308,-0.196
26.501,-0.058,-0.427,-0.338
26.521,0.162,-0.757,-0.079
26.541,0.296,-0.214,0.105
26.561,0.074,-0.184,-0.01
26.581,0.409,-0.448,0.035
26.601,0.608,-0.621,-0.264
26.621,0.537,-0.586,-0.456
26.641,0.268,-0.526,-0.625
26.661,0.591,-0.432,-0.636
26.681,0.312,-0.551,-0.259
26.701,0.211,-0.645,-0.117
26.721,0.161,-0.269,-0.057
26.741,0.223,-0.426,-0.171
26.761,0.2,-0.69,-0.371
26.781,0.287,-0.417,-0.094
26.801,0.282,-0.441,-0.49
26.821,0.249,-0.627,-0.469
26.841,0.331,-0.226,-0.127
26.861,0.495,-0.441,-0.511
26.881,0.444,-0.524,-0.421
26.901,-0.029,-0.504,-0.46
26.921,-0.237,-0.399,-0.246
26.941,0.466,-0.485,-0.152
26.961,0.014,-0.49,-0.145
26.981,0.246,-0.269,-0.382
27.001,0.053,-0.769,-0.291
27.021,-0.068,-0.737,-0.108
27.041,0.409,-0.333,-0.371
27.061,0.458,-0.023,-0.461
27.081,0.176,-0.34,-0.408
27.101,-0.219,-0.135,-0.407
27.121,0.197,-0.59,-0.285
27.141,0.393,-0.628,-0.29
27.161,0.016,-0.415,-0.311
27.181,0.341,-0.33,-0.424
27.201,0.301,-0.782,-0.451
27.221,0.429,-0.559,-0.146
27.241,0.323,-0.503,-0.21
27.261,0.105,-0.642,-0.37
27.281,0.519,-0.612,-0.287
27.301,0.233,-0.325,-0.039
27.321,0.271,-0.418,-0.291
27.341,0.092,-0.35,-0.275
27.361,0.179,-0.451,0.04
27.381,0.097,-0.687,-0.062
27.401,0.233,-0.42,-0.415
27.421,0.614,-0.702,-0.065
27.441,0.002,-0.57,-0.315
27.461,-0.04,-0.696,-0.496
27.481,0.586,-0.608,-0.015
27.501,0.248,-0.471,-0.42
27.521,0.154,-0.578,-0.382
27.541,0.509,-0.669,-0.351
27.561,0.171,-0.273,0.142
27.581,0.663,-0.515,-0.445
27.601,0.426,-0.598,-0.365
27.621,0.194,-0.703,-0.314
27.641,0.741,-0.865,-0.138
27.661,0.176,-0.526,-0.256
27.681,0.431,-0.752,-0.386
27.701,0.356,-0.316,-0.127
27.721,0.559,-0.451,0.015
27.741,0.604,-0.145,-0.591
27.761,0.297,-0.416,-0.399
27.781,0.138,-0.603,-0.163
27.801,0.378,-0.834,-0.521
27.821,0.164,-0.292,-0.305
27.841,0.693,-0.722,-0.041
27.861,0.315,-0.541,-0.161
27.881,0.204,-0.124,-0.189
27.901,0.312,-0.334,-0.14
27.921,-0.001,-0.397,-0.212
27.941,0.077,-0.29,-0.345
27.961,0.51,-0.283,-0.092
27.981,0.145,-0.154,-0.369
28.001,0.08,-0.594,-0.306
28.021,0.385,-0.553,-0.597
28.041,0.516,-0.675,-0.358
28.061,0.407,-0.505,-0.234
28.081,0.463,-0.53,-0.241
28.101,0.118,-0.848,-0.057
28.121,-0.018,-0.631,-0.325
28.141,0.57,-0.203,-0.311
28.161,0.209,-0.441,-0.335
28.181,0.229,-0.354,-0.18
28.201,0.533,-0.545,0.077
28.221,0.389,-0.881,-0.693
28.241,0.366,-0.524,-0.328
28.261,0.691,-0.296,-0.328
28.281,0.12,-0.729,-0.669
28.301,0.422,-0.341,-0.272
28.321,0.243,-0.832,-0.321
28.341,0.276,-0.467,-0.348
28.361,0.513,-0.357,-0.493
28.381,0.292,-0.514,-0.288
28.401,0.298,0.057,-0.525
28.421,0.419,-0.54,-0.444
28.441,0.133,-0.563,-0.315
28.461,0.032,-0.397,-0.061
28.481,-0.02,-0.58,-0.178
28.501,-0.217,-0.715,-0.12
28.521,0.585,-0.642,0.153
28.541,-0.049,-0.273,-0.15
28.561,0.133,-0.492,-0.429
28.581,0.118,-0.097,-0.332
28.601,0.249,-0.512,-0.406
28.621,0.338,-0.257,-0.255
28.641,0.336,-0.3,-0.321
28.661,0.051,-0.489,-0.44
28.681,0.129,-0.573,-0.065
28.701,0.214,-0.738,-0.045
28.721,0.1,-0.287,-0.218
28.741,0.457,-0.159,-0.461
28.761,0.213,-0.725,-0.228
28.781,0.255,-0.482,-0.371
28.801,0.229,-0.538,-0.002
28.821,0.334,-0.276,-0.501
28.841,0.135,-0.458,-0.124
28.861,-0.167,-0.122,-0.143
28.881,0.167,-0.444,-0.1
28.901,-0.032,-0.614,-0.238
28.921,-0.016,-0.482,-0.35
28.941,0.217,-0.476,0.209
28.961,0.36,-0.296,-0.459
28.981,0.12,-0.479,-0.146
29.001,0.174,-0.322,-0.285
29.021,0.45,-0.547,-0.214
29.041,0.166,-0.445,-0.214
29.061,0.635,-0.538,-0.508
29.081,0.251,-0.544,-0.572
29.101,-0.222,-0.126,-0.58
29.121,0.288,-0.519,-0.406
29.141,0.223,-0.454,-0.262
29.161,0.388,-0.175,-0.447
29.181,0.267,-0.238,-0.594
29.201,0.102,-0.072,-0.112
29.221,-0.119,-0.306,-0.596
29.241,0.094,-0.525,-0.187
29.261,-0.036,-0.0,-0.423
29.281,0.032,-0.296,-0.025
29.301,0.253,-0.457,-0.372
29.321,0.458,-0.442,-0.627
29.341,0.2,-0.444,-0.302
29.361,-0.125,-0.529,-0.471
29.381,0.195,-0.751,-0.134
29.401,0.323,-0.149,-0.235
29.421,-0.028,-0.467,-0.43
29.441,0.071,-0.421,-0.498
29.461,0.106,-0.046,-0.534
29.481,-0.062,-0.604,-0.425
29.501,0.23,-0.324,-0.027
29.521,0.098,-0.591,-0.329
29.541,0.212,-0.365,-0.111
29.561,-0.05,-0.383,-0.598
29.581,0.041,-0.277,-0.68
29.601,0.286,-0.21,-0.493
29.621,0.055,-0.553,-0.175
29.641,0.474,-0.17,-0.353
29.661,0.049,-0.148,-0.121
29.681,0.178,-0.476,-0.043
29.701,0.312,-0.411,-0.486
29.721,-0.178,-0.511,-0.13
29.741,-0.246,-0.477,-0.013
29.761,-0.175,-0.654,-0.08
29.781,0.387,-0.269,-0.602
29.801,0.012,-0.836,-0.639
29.821,0.629,-0.555,-0.387
29.841,0.002,-0.402,-0.378
29.861,0.167,-0.121,-0.123
29.881,0.438,-0.479,-0.498
29.901,0.541,-0.269,-0.238
29.921,0.554,-0.393,-0.556
29.941,0.385,-0.187,-0.234
29.961,0.338,-0.316,-0.415
29.981,0.259,-0.236,-0.27
30.001,0.291,-0.513,-0.416
30.021,0.037,-0.591,-0.772
30.041,-0.017,-0.318,-0.221
30.061,0.145,-0.495,-0.09
30.081,0.105,-0.392,-0.484
30.101,0.043,-0.335,-0.146
30.121,0.269,-0.166,-0.432
30.141,0.321,-0.245,-0.592
30.161,0.163,-0.54,-0.427
30.181,0.427,-0.641,-0.336
30.201,-0.096,-0.062,-0.562
30.221,0.112,-0.73,-0.028
30.241,-0.005,-0.496,-0.591
30.261,-0.239,-0.277,-0.382
30.281,0.127,-0.093,-0.481
30.301,0.107,-0.453,-0.047
30.321,0.449,-0.425,-0.612
30.341,0.285,-0.607,-0.139
30.361,-0.043,-0.421,-0.278
30.381,0.503,-0.669,-0.572
30.401,0.371,-0.597,-0.385
30.421,0.253,-0.294,-0.355
30.441,0.088,-0.525,-0.19
30.461,-0.059,-0.268,-0.463
30.481,0.079,-0.491,-0.204
30.501,0.375,-0.747,-0.318
30.521,0.536,-0.25,-0.233
30.541,0.464,-0.735,-0.494
30.561,0.073,-0.592,-0.358
30.581,-0.043,-0.516,-0.282
30.601,0.205,-0.286,-0.287
30.621,-0.184,-0.597,-0.32
30.641,0.226,-0.681,0.09
30.661,0.127,-0.471,-0.203
30.681,0.056,-0.543,-0.173
30.701,-0.169,-0.603,-0.278
30.721,0.261,-0.48,-0.231
30.741,0.044,-0.777,-0.299
30.761,-0.09,-0.885,0.025
30.781,-0.437,-0.1,-0.349
30.801,0.135,-0.492,-0.181
30.821,0.485,-0.493,0.069
30.841,0.448,-0.694,-0.226
30.861,0.022,-0.38,-0.412
30.881,-0.006,-0.669,-0.496
30.901,0.207,-1.126,-0.428
30.921,-0.088,-0.68,-0.264
30.941,0.181,-0.632,0.015
30.961,0.285,-0.601,-0.239
30.981,0.377,-0.603,-0.454
31.001,0.112,-0.694,-0.441
31.021,0.11,-0.722,-0.419
31.041,-0.027,-0.611,-0.662
31.061,-0.021,-0.881,-0.497
31.081,0.085,-0.946,-0.513
31.101,0.211,-0.533,0.159
31.121,0.306,-0.549,-0.213
31.141,-0.044,-0.403,-0.61
31.161,0.405,-0.623,-0.708
31.181,0.04,-0.802,-0.666
31.201,0.105,-0.947,-0.113
31.221,-0.039,-0.758,-0.651
31.241,-0.39,-0.498,-0.05
31.261,0.274,-0.303,-0.332
31.281,0.255,-0.576,-0.426
31.301,0.056,-0.828,-0.611
31.321,0.137,-0.753,-0.136
31.341,0.232,-0.751,-0.281
31.361,-0.175,-0.661,-0.199
31.381,0.03,-0.341,-0.421
31.401,0.31,-0.31,-0.232
